id,diagram_type,source_file,instruction,input,output,text
ex-00194,class,plantuml_class_diagram_training.jsonl,Create JSON data in class diagram,"JSON object with fruit, size, and color array","@startuml
json JSON {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml","Diagram type: class
Instruction: Create JSON data in class diagram
Additional input: JSON object with fruit, size, and color array
PlantUML output:
@startuml
json JSON {
  ""fruit"":""Apple"",
  ""size"":""Large"",
  ""color"": [""Red"", ""Green""]
}
@enduml"
ex-00195,class,plantuml_class_diagram_training.jsonl,Create qualified association,class1 to class2 with Qualifier,"@startuml
class class1
class class2
class1 [Qualifier] - class2
@enduml","Diagram type: class
Instruction: Create qualified association
Additional input: class1 to class2 with Qualifier
PlantUML output:
@startuml
class class1
class class2
class1 [Qualifier] - class2
@enduml"
ex-00196,class,plantuml_class_diagram_training.jsonl,Set left to right direction,,"@startuml
left to right direction
class Foo
class Bar
Foo --> Bar
@enduml","Diagram type: class
Instruction: Set left to right direction
PlantUML output:
@startuml
left to right direction
class Foo
class Bar
Foo --> Bar
@enduml"
ex-00197,class,plantuml_class_diagram_training.jsonl,Hide visibility icons,Disable attribute icon size,"@startuml
skinparam classAttributeIconSize 0
class Dummy {
  -field1
  #field2
  ~method1()
  +method2()
}
@enduml","Diagram type: class
Instruction: Hide visibility icons
Additional input: Disable attribute icon size
PlantUML output:
@startuml
skinparam classAttributeIconSize 0
class Dummy {
  -field1
  #field2
  ~method1()
  +method2()
}
@enduml"
ex-00198,class,plantuml_class_diagram_training.jsonl,Create entity type,Create entity called MyEntity,"@startuml
entity MyEntity
@enduml","Diagram type: class
Instruction: Create entity type
Additional input: Create entity called MyEntity
PlantUML output:
@startuml
entity MyEntity
@enduml"
ex-00199,class,plantuml_class_diagram_training.jsonl,Create circle element,Create circle shape,"@startuml
circle circle
@enduml","Diagram type: class
Instruction: Create circle element
Additional input: Create circle shape
PlantUML output:
@startuml
circle circle
@enduml"
ex-00200,class,plantuml_class_diagram_training.jsonl,Create circle with short form,Create circle using () notation,"@startuml
() circle_short_form
@enduml","Diagram type: class
Instruction: Create circle with short form
Additional input: Create circle using () notation
PlantUML output:
@startuml
() circle_short_form
@enduml"
ex-00201,class,plantuml_class_diagram_training.jsonl,Create diamond element,Create diamond shape,"@startuml
diamond diamond
@enduml","Diagram type: class
Instruction: Create diamond element
Additional input: Create diamond shape
PlantUML output:
@startuml
diamond diamond
@enduml"
ex-00202,class,plantuml_class_diagram_training.jsonl,Create diamond with short form,Create diamond using <> notation,"@startuml
<> diamond_short_form
@enduml","Diagram type: class
Instruction: Create diamond with short form
Additional input: Create diamond using <> notation
PlantUML output:
@startuml
<> diamond_short_form
@enduml"
ex-00203,class,plantuml_class_diagram_training.jsonl,Create protocol element,Create protocol,"@startuml
protocol protocol
@enduml","Diagram type: class
Instruction: Create protocol element
Additional input: Create protocol
PlantUML output:
@startuml
protocol protocol
@enduml"
ex-00204,class,plantuml_class_diagram_training.jsonl,Create struct element,Create struct,"@startuml
struct struct
@enduml","Diagram type: class
Instruction: Create struct element
Additional input: Create struct
PlantUML output:
@startuml
struct struct
@enduml"
ex-00205,class,plantuml_class_diagram_training.jsonl,Create metaclass element,Create metaclass,"@startuml
metaclass metaclass
@enduml","Diagram type: class
Instruction: Create metaclass element
Additional input: Create metaclass
PlantUML output:
@startuml
metaclass metaclass
@enduml"
ex-00206,class,plantuml_class_diagram_training.jsonl,Create exception class,Create exception,"@startuml
exception exception
@enduml","Diagram type: class
Instruction: Create exception class
Additional input: Create exception
PlantUML output:
@startuml
exception exception
@enduml"
ex-00207,class,plantuml_class_diagram_training.jsonl,Use class name with quotes,Create class with spaces in name,"@startuml
class ""This is my class"" as class1
@enduml","Diagram type: class
Instruction: Use class name with quotes
Additional input: Create class with spaces in name
PlantUML output:
@startuml
class ""This is my class"" as class1
@enduml"
ex-00208,class,plantuml_class_diagram_training.jsonl,Use as keyword for alias,Create class2 with alias 'It works this way too',"@startuml
class class2 as ""It works this way too""
@enduml","Diagram type: class
Instruction: Use as keyword for alias
Additional input: Create class2 with alias 'It works this way too'
PlantUML output:
@startuml
class class2 as ""It works this way too""
@enduml"
ex-00209,class,plantuml_class_diagram_training.jsonl,Create class with field modifier,Force parentheses text to be field not method,"@startuml
class Dummy {
  {field} A field (despite parentheses)
  {method} Some method
}
@enduml","Diagram type: class
Instruction: Create class with field modifier
Additional input: Force parentheses text to be field not method
PlantUML output:
@startuml
class Dummy {
  {field} A field (despite parentheses)
  {method} Some method
}
@enduml"
ex-00210,class,plantuml_class_diagram_training.jsonl,Create note on field,Note on A::counter field,"@startuml
class A {
  {static} int counter
  +void {abstract} start(int timeout)
}
note right of A::counter
  This member is annotated
end note
@enduml","Diagram type: class
Instruction: Create note on field
Additional input: Note on A::counter field
PlantUML output:
@startuml
class A {
  {static} int counter
  +void {abstract} start(int timeout)
}
note right of A::counter
  This member is annotated
end note
@enduml"
ex-00211,class,plantuml_class_diagram_training.jsonl,Create note on method,Note on A::start method,"@startuml
class A {
  {static} int counter
  +void {abstract} start(int timeout)
}
note right of A::start
  This method is now explained in a UML note
end note
@enduml","Diagram type: class
Instruction: Create note on method
Additional input: Note on A::start method
PlantUML output:
@startuml
class A {
  {static} int counter
  +void {abstract} start(int timeout)
}
note right of A::start
  This method is now explained in a UML note
end note
@enduml"
ex-00212,class,plantuml_class_diagram_training.jsonl,Create note on link,Note on link from Dummy to Foo,"@startuml
class Dummy
Dummy --> Foo : A link
note on link #red: note that is red
@enduml","Diagram type: class
Instruction: Create note on link
Additional input: Note on link from Dummy to Foo
PlantUML output:
@startuml
class Dummy
Dummy --> Foo : A link
note on link #red: note that is red
@enduml"
ex-00213,class,plantuml_class_diagram_training.jsonl,Create class with private visibility,Private class,"@startuml
-class ""private Class"" {
}
@enduml","Diagram type: class
Instruction: Create class with private visibility
Additional input: Private class
PlantUML output:
@startuml
-class ""private Class"" {
}
@enduml"
ex-00214,class,plantuml_class_diagram_training.jsonl,Create class with protected visibility,Protected class,"@startuml
#class ""protected Class"" {
}
@enduml","Diagram type: class
Instruction: Create class with protected visibility
Additional input: Protected class
PlantUML output:
@startuml
#class ""protected Class"" {
}
@enduml"
ex-00215,class,plantuml_class_diagram_training.jsonl,Create class with package private visibility,Package private class,"@startuml
~class ""package private Class"" {
}
@enduml","Diagram type: class
Instruction: Create class with package private visibility
Additional input: Package private class
PlantUML output:
@startuml
~class ""package private Class"" {
}
@enduml"
ex-00216,class,plantuml_class_diagram_training.jsonl,Create class with public visibility,Public class,"@startuml
+class ""public Class"" {
}
@enduml","Diagram type: class
Instruction: Create class with public visibility
Additional input: Public class
PlantUML output:
@startuml
+class ""public Class"" {
}
@enduml"
ex-00217,class,plantuml_class_diagram_training.jsonl,Hide unlinked classes,Hide classes without relationships,"@startuml
class C1
class C2
class C3
C1 -- C2
hide @unlinked
@enduml","Diagram type: class
Instruction: Hide unlinked classes
Additional input: Hide classes without relationships
PlantUML output:
@startuml
class C1
class C2
class C3
C1 -- C2
hide @unlinked
@enduml"
ex-00218,class,plantuml_class_diagram_training.jsonl,Remove unlinked classes,Remove classes without relationships,"@startuml
class C1
class C2
class C3
C1 -- C2
remove @unlinked
@enduml","Diagram type: class
Instruction: Remove unlinked classes
Additional input: Remove classes without relationships
PlantUML output:
@startuml
class C1
class C2
class C3
C1 -- C2
remove @unlinked
@enduml"
ex-00219,class,plantuml_class_diagram_training.jsonl,Hide tagged classes,Hide classes with $tag13 tag,"@startuml
class C1 $tag13
class C2
hide $tag13
@enduml","Diagram type: class
Instruction: Hide tagged classes
Additional input: Hide classes with $tag13 tag
PlantUML output:
@startuml
class C1 $tag13
class C2
hide $tag13
@enduml"
ex-00220,class,plantuml_class_diagram_training.jsonl,Remove and restore tagged classes,Remove $tag13 but restore $tag1,"@startuml
class C1 $tag13 $tag1
class C2
remove $tag13
restore $tag1
@enduml","Diagram type: class
Instruction: Remove and restore tagged classes
Additional input: Remove $tag13 but restore $tag1
PlantUML output:
@startuml
class C1 $tag13 $tag1
class C2
remove $tag13
restore $tag1
@enduml"
ex-00221,class,plantuml_class_diagram_training.jsonl,Create association with direction indicator,Car has 4 Wheels (direction indicator),"@startuml
class Car
Car *- Wheel : have 4 >
@enduml","Diagram type: class
Instruction: Create association with direction indicator
Additional input: Car has 4 Wheels (direction indicator)
PlantUML output:
@startuml
class Car
Car *- Wheel : have 4 >
@enduml"
ex-00222,class,plantuml_class_diagram_training.jsonl,Create bidirectional association indicators,Person owns Car with direction,"@startuml
class Car
Car -- Person : < owns
@enduml","Diagram type: class
Instruction: Create bidirectional association indicators
Additional input: Person owns Car with direction
PlantUML output:
@startuml
class Car
Car -- Person : < owns
@enduml"
ex-00223,class,plantuml_class_diagram_training.jsonl,Use alternative relation symbols,Various experimental relation types,"@startuml
Class21 #-- Class22
Class23 x-- Class24
Class25 }-- Class26
Class27 +-- Class28
Class29 ^-- Class30
@enduml","Diagram type: class
Instruction: Use alternative relation symbols
Additional input: Various experimental relation types
PlantUML output:
@startuml
Class21 #-- Class22
Class23 x-- Class24
Class25 }-- Class26
Class27 +-- Class28
Class29 ^-- Class30
@enduml"
ex-00224,class,plantuml_class_diagram_training.jsonl,Create note with HTML formatting,"Note with bold, italic, and colored text","@startuml
class Foo
note top of Foo
  In java, <size:18>every</size> <u>class</u>
  <b>extends</b>
  <i>this</i> one.
end note
@enduml","Diagram type: class
Instruction: Create note with HTML formatting
Additional input: Note with bold, italic, and colored text
PlantUML output:
@startuml
class Foo
note top of Foo
  In java, <size:18>every</size> <u>class</u>
  <b>extends</b>
  <i>this</i> one.
end note
@enduml"
ex-00225,class,plantuml_class_diagram_training.jsonl,Create class extending multiple classes,A extends B and C,"@startuml
class A extends B, C {
}
@enduml","Diagram type: class
Instruction: Create class extending multiple classes
Additional input: A extends B and C
PlantUML output:
@startuml
class A extends B, C {
}
@enduml"
ex-00226,class,plantuml_class_diagram_training.jsonl,Hide specific class,Hide Foo2 class,"@startuml
class Foo1
class Foo2
Foo2 *-- Foo1
hide Foo2
@enduml","Diagram type: class
Instruction: Hide specific class
Additional input: Hide Foo2 class
PlantUML output:
@startuml
class Foo1
class Foo2
Foo2 *-- Foo1
hide Foo2
@enduml"
ex-00227,class,plantuml_class_diagram_training.jsonl,Remove specific class,Remove Foo2 class,"@startuml
class Foo1
class Foo2
Foo2 *-- Foo1
remove Foo2
@enduml","Diagram type: class
Instruction: Remove specific class
Additional input: Remove Foo2 class
PlantUML output:
@startuml
class Foo1
class Foo2
Foo2 *-- Foo1
remove Foo2
@enduml"
ex-00228,class,plantuml_class_diagram_training.jsonl,Disable generic display,Use old style for generics,"@startuml
skinparam genericDisplay old
class Foo<? extends Element> {
  int size()
}
@enduml","Diagram type: class
Instruction: Disable generic display
Additional input: Use old style for generics
PlantUML output:
@startuml
skinparam genericDisplay old
class Foo<? extends Element> {
  int size()
}
@enduml"
